"","url","title","authors","paper_number","issued","nber_programs","year","abstract","pdflink","idx","firstauthor"
"234","https://www.nber.org/papers/w23987","Digital Innovation and the Distribution of Income","Dominique Guellec, Caroline Paunov","23987","Issued in November 2017","NBER Program(s):Productivity, Innovation, and Entrepreneurship","2017","
Income inequalities have increased in most OECD countries over the past decades; particularly the income share of the top 1%. In this paper we argue that the growing importance of digital innovation – new products and processes based on software code and data – has increased market rents, which benefit disproportionately the top income groups. In line with Schumpeter’s vision, digital innovation gives rise to ”winner-take-all” market structures, characterized by higher market power and risk than was the case in the previous economy of tangible products. The cause for these new market structures is digital non-rivalry, which allows for massive economies of scale and reduces costs of innovation. The latter stimulates higher rates of creative destruction, leading to higher risk as only marginally superior products can take over the entire market, hence rendering market shares unstable. Instability commands risk premia for investors. Market rents accrue mainly to investors and top managers and less to the average workers, hence increasing income inequality. Market rents are needed to incentivize innovation and compensate for its costs, but beyond a certain level they become detrimental. Public policy may stimulate innovation by reducing ex ante the market conditions which favor rent extraction from anti-competitive practices.
","https://www.nber.org/papers/w23987.pdf",234,"Dominique Guellec"
"235","https://www.nber.org/papers/w15627","Labor Regulations and European Private Equity","Ant Bozkaya, William R. Kerr","15627","Issued in December 2009","NBER Program(s):Productivity, Innovation, and Entrepreneurship","2009","
European nations substitute between employment protection regulations and labor market expenditures (e.g., unemployment insurance benefits) for providing worker insurance. Employment regulations more directly tax firms making frequent labor adjustments than other labor insurance mechanisms. Venture capital and private equity investors are especially sensitive to these labor adjustment costs. Nations favoring labor expenditures as the mechanism for providing worker insurance developed stronger private equity markets in high volatility sectors over 1990-2004. These patterns are further evident in US investments into Europe. In this context, policy mechanisms are more important than the overall insurance level provided.
","https://www.nber.org/papers/w15627.pdf",235,"Ant Bozkaya"
"236","https://www.nber.org/papers/w24619","Energy Productivity and Energy Demand: Experimental Evidence from Indian Manufacturing Plants","Nicholas Ryan","24619","Issued in May 2018","NBER Program(s):Development Economics, Environment and Energy Economics","2018","
This paper studies a field experiment among energy-intensive Indian manufacturing plants that offered energy consulting to raise energy productivity, the amount plants can produce with each unit of energy. Treatment plants, after two years and relative to the control, run longer hours, demand more skilled labor and use 9.5 percent more electricity (standard error 7.3 percent). I assume that the treatment acted only through energy productivity to estimate the plant production function. The model estimates imply that energy complements skill and capital and that energy demand therefore responds more strongly to a productivity shock when plants can adjust these inputs.
","https://www.nber.org/papers/w24619.pdf",236,"Nicholas Ryan"
"237","https://www.nber.org/papers/w2278","Delay in Reporting Acquired Immune Deficiency Syndrome (AIDS)","Jeffrey E. Harris","2278","Issued in June 1987","NBER Program(s):Health Economics","1987","
As of March 31, 1987, the U.S. Centers for Disease Control had reported 33,350 cases of acquired immune deficiency syndrome. Yet by that date, physicians had actually diagnosed 42,670 cases. The difference arises from significant delays in the reporting of AIDS cases to public health authorities. An estimated 70% of cases are reported two or more months after diagnosis; about 23% are reported seven or more months later; and about 5% take more than three years to come in. Moreover, the probability distribution of delays has been shifting to the right, with the median delay increasing by 0.6 months since mid-1986. From the data on reported cases and the estimated probability distribution of reporting delays, I reconstruct the actual incidence of AIDS from January 1982 through March 1987. The doubling time of the epidemic fell from about 6 months in 1982 to 15-16 months in 1986.
","https://www.nber.org/papers/w2278.pdf",237,"Jeffrey E. Harris"
"238","https://www.nber.org/papers/w14714","Financial Patenting in Europe","Bronwyn H. Hall, Grid Thoma, Salvatore Torrisi","14714","Issued in February 2009, Revised in December 2011","NBER Program(s):Industrial Organization, Productivity, Innovation, and Entrepreneurship","2009","
We take a first look at financial patents at the European Patent Office (EPO). As is the case at the US Patent and Trademark Office (USPTO), the number of financial patents in Europe has increased significantly in parallel with significant changes in payment and financial systems. Scholars have argued that financial patents, like other business methods patents, have low value and are owned for strategic reasons rather than for protecting real inventions. We find that established firms in non-financial sectors with diversified patent portfolios own a large share of financial patents at the EPO. However, new specialized technology providers in the financial area also hold a number of such patents. Decisions on the financial patent applications take longer and they are more likely to be refused by the patent office, suggesting greater uncertainty over validity than for other patents. They are also more likely to be opposed, which is consistent with the fact that their other economic value indicators are higher.
","https://www.nber.org/papers/w14714.pdf",238,"Bronwyn H. Hall"
"239","https://www.nber.org/papers/w24404","Accounting for Factorless Income","Loukas Karabarbounis, Brent Neiman","24404","Issued in March 2018, Revised in June 2018","NBER Program(s):Economic Fluctuations and Growth, International Finance and Macroeconomics, Industrial Organization, Monetary Economics","2018","
Comparing U.S. GDP to the sum of measured payments to labor and imputed rental payments to capital results in a large and volatile residual or “factorless income.” We analyze three common strategies of allocating and interpreting factorless income, specifically that it arises from economic profits (Case Π), unmeasured capital (Case K), or deviations of the rental rate of capital from standard measures based on bond returns (Case R). We are skeptical of Case Π as it reveals a tight negative relationship between real interest rates and economic profits, leads to large fluctuations in inferred factor-augmenting technologies, and results in profits that have risen since the early 1980s but that remain lower today than in the 1960s and 1970s. Case K shows how unmeasured capital plausibly accounts for all factorless income in recent decades, but its value in the 1960s would have to be more than half of the capital stock, which we find less plausible. We view Case R as most promising as it leads to more stable factor shares and technology growth than the other cases, though we acknowledge that it requires an explanation for the pattern of deviations from common measures of the rental rate. Using a model with multiple sectors and types of capital, we show that our assessment of the drivers of changes in output, factor shares, and functional inequality depends critically on the interpretation of factorless income.
","https://www.nber.org/papers/w24404.pdf",239,"Loukas Karabarbounis"
"240","https://www.nber.org/papers/w24220","Wage Dynamics and Returns to Unobserved Skill","Lance Lochner, Youngmin Park, Youngki Shin","24220","Issued in January 2018","NBER Program(s):Economic Fluctuations and Growth, Labor Studies","2018","
Economists disagree about the factors driving the substantial increase in residual wage inequality in the U.S. over the past few decades.  We identify and estimate a general model of log wage residuals that incorporates: (i) changing returns to unobserved skills, (ii) a changing distribution of unobserved skills, and (iii) changing volatility in wages due to factors unrelated to skills. Using data from the PSID, we estimate that the returns to unobserved skills have declined by as much as 50% since the mid-1980s despite a sizable increase in residual inequality.  Instead, the variance of skills rose over this period due to increasing variability in life cycle skill growth. Finally, we develop an assignment model of the labor market and show that both demand and supply factors contributed to the downward trend in the returns to skills over time, with demand factors dominating for non-college-educated men.
","https://www.nber.org/papers/w24220.pdf",240,"Lance Lochner"
"241","https://www.nber.org/papers/w22616","Designing Online Marketplaces: Trust and Reputation Mechanisms","Michael Luca","22616","Issued in September 2016","NBER Program(s):Industrial Organization, Law and Economics, Labor Studies, Productivity, Innovation, and Entrepreneurship","2016","
Online marketplaces have proliferated over the past decade, creating new markets where none existed. By reducing transaction costs, online marketplaces facilitate transactions that otherwise would not have occurred and enable easier entry of small sellers. One central challenge faced by designers of online marketplaces is how to build enough trust to facilitate transactions between strangers. This paper provides an economist’s toolkit for designing online marketplaces, focusing on trust and reputation mechanisms.
","https://www.nber.org/papers/w22616.pdf",241,"Michael Luca"
"242","https://www.nber.org/papers/w16082","Skills, Tasks and Technologies: Implications for Employment and Earnings","Daron Acemoglu, David Autor","16082","Issued in June 2010","NBER Program(s):Labor Studies","2010","
A central organizing framework of the voluminous recent literature studying changes in the returns to skills and the evolution of earnings inequality is what we refer to as the canonical model, which elegantly and powerfully operationalizes the supply and demand for skills by assuming two distinct skill groups that perform two different and imperfectly substitutable tasks or produce two imperfectly substitutable goods. Technology is assumed to take a factor-augmenting form, which, by complementing either high or low skill workers, can generate skill biased demand shifts. In this paper, we argue that despite its notable successes, the canonical model is largely silent on a number of central empirical developments of the last three decades, including: (1) significant declines in real wages of low skill workers, particularly low skill males; (2) non-monotone changes in wages at different parts of the earnings distribution during different decades; (3) broad-based increases in employment in high skill and low skill occupations relative to middle skilled occupations (i.e., job 'polarization'); (4) rapid diffusion of new technologies that directly substitute capital for labor in tasks previously performed by moderately-skilled workers; and (5) expanding offshoring opportunities, enabled by technology, which allow foreign labor to substitute for domestic workers in specific tasks. Motivated by these patterns, we argue that it is valuable to consider a richer framework for analyzing how recent changes in the earnings and employment distribution in the United States and other advanced economies are shaped by the interactions among worker skills, job tasks, evolving technologies, and shifting trading opportunities. We propose a tractable task-based model in which the assignment of skills to tasks is endogenous and technical change may involve the substitution of machines for certain tasks previously performed by labor. We further consider how the evolution of technology in this task-based setting may be endogenized. We show how such a framework can be used to interpret several central recent trends, and we also suggest further directions for empirical exploration.
","https://www.nber.org/papers/w16082.pdf",242,"Daron Acemoglu"
"243","https://www.nber.org/papers/w25833","Can Blockchain Solve the Hold-up Problem in Contracts?","Richard T. Holden, Anup Malani","25833","Issued in May 2019","NBER Program(s):Law and Economics","2019","
Two parties sign a contract but before they fully perform they modify the contract.  Should courts enforce the modified agreement?  The modification may enable efficient trade in response to changed circumstances, or one party may have made an efficient relationship-specific investment and then been held-up by the other.  Courts have had difficulty tackling this problem because the facts required to discriminate between the two situations are non-verifiable.   A private remedy is for the parties to write a contract that is robust to hold-up or that makes the facts relevant to modification verifiable.  But implementing such remedies requires commitment to the provisions, i.e., they themselves are subject to non-compliance.  Conventional contract technology, e.g., the use of liquidated damages, to ensure commitment are disfavored by courts and subject to renegotiation.  Smart contracts written on blockchain ledgers may offer a solution.  We explain the basic economics of these technologies.  We argue that they can used to implement liquidated damages without court involvement and thereby obtain commitment to renegotiation design and revelation mechanisms.  We address the hurdles courts may impose to use of smart contracts and argue that sophisticated parties’ ex ante commitment to them may lead courts to allow their use as pre-commitment devices.
","https://www.nber.org/papers/w25833.pdf",243,"Richard T. Holden"
"244","https://www.nber.org/papers/w25293","The Microeconomic Foundations of Aggregate Production Functions","David Baqaee, Emmanuel Farhi","25293","Issued in November 2018, Revised in December 2018","NBER Program(s):Economic Fluctuations and Growth, International Trade and Investment, Monetary Economics, Public Economics","2018","
Aggregate production functions are reduced-form relationships that emerge endogenously from input-output interactions between heterogeneous producers and factors in general equilibrium. We provide a general methodology for analyzing such aggregate production functions by deriving their first- and second-order properties. Our aggregation formulas provide non-parameteric characterizations of the macro elasticities of substitution between factors and of the macro bias of technical change in terms of micro sufficient statistics. They allow us to generalize existing aggregation theorems and to derive new ones. We relate our results to the famous Cambridge- Cambridge controversy.
","https://www.nber.org/papers/w25293.pdf",244,"David Baqaee"
"245","https://www.nber.org/papers/w24626","Exploring the Impact of Artificial Intelligence: Prediction versus Judgment","Ajay K. Agrawal, Joshua S. Gans, Avi Goldfarb","24626","Issued in May 2018","NBER Program(s):Productivity, Innovation, and Entrepreneurship","2018","
Based on recent developments in the field of artificial intelligence (AI), we examine what type of human labor will be a substitute versus a complement to emerging technologies. We argue that these recent developments reduce the costs of providing a particular set of tasks – prediction tasks. Prediction about uncertain states of the world is an input into decision-making. We show that prediction allows riskier decisions to be taken and this is its impact on observed productivity although it could also increase the variance of outcomes as well. We consider the role of human judgment in decision-making as prediction technology improves. Judgment is exercised when the objective function for a particular set of decisions cannot be described (i.e., coded). However, we demonstrate that better prediction impacts the returns to different types of judgment in opposite ways. Hence, not all human judgment will be a complement to AI. Finally, we show that humans will delegate some decisions to machines even when the decision would be superior with human input.
","https://www.nber.org/papers/w24626.pdf",245,"Ajay K. Agrawal"
"246","https://www.nber.org/papers/w3615","Host Country Benefits of Foreign Investment","Magnus Blomstrom","36151703","Issued in February 1991","NBER Program(s):International Trade and Investment, International Finance and Macroeconomics","1991","
This paper reviews the empirical evidence on the very different conclusions that can be drawn about productivity spillovers of foreign direct investment. It explains the concept of host country spillover benefits, describes the various forms these benefits can take, both within and between industries, and summarizes the evidence regarding the relative magnitudes of the various forms of spillovers. Moreover, the paper discusses host country policy measures which can accelerate both the BC affiliates' technology imports and the diffusion of their technology in the host economies.
","https://www.nber.org/papers/w3615.pdf",246,"Magnus Blomstrom"
"247","https://www.nber.org/papers/w3805","International Economic Transactions: Issues in Measurement and Empirical Research","Peter Hooper, J. David Richardson","3805","Issued in August 1991","NBER Program(s):International Trade and Investment, International Finance and Macroeconomics","1991","
This paper summarizes a forthcoming book that describes issues and recent innovations in the measurement of international transactions. A number of distinguished authors assess data measuring trade in merchandise, services, and foreign-direct investment claims. Others assess international prices and data measuring comparisons of inputs and outputs internationally. (International financial data are not assessed.) The chapters in many cases tabulate the data and illustrate their application to recent research questions. U.S. international data are emphasized, but those of other countries are frequently highlighted as well. Growing international interdependence and structural and technological change raise a number of important theoretical and measurement issues that are explored here with regard, for example, to computer prices, productivity, international convergence of income, service provision from overseas affiliates, and proper valuation of direct investment stakes.
","https://www.nber.org/papers/w3805.pdf",247,"Peter Hooper"
"248","https://www.nber.org/papers/w20379","Has Creative Destruction Become More Destructive?","John Komlos","20379","Issued in August 2014","NBER Program(s):Development Economics, Economic Fluctuations and Growth","2014","
Schumpeter's concept of creative destruction as the engine of capitalist development is well-known. However, that the destructive part of creative destruction is a social cost and therefore biases our estimate of the impact of the innovation on NNP and on welfare is hardly acknowledged, with the exception of Witt (1996). Admittedly, during the First and Second Industrial Revolutions the magnitude of the destructive component of innovation was probably small compared to the net value added to employment, NNP or to welfare. However, we conjecture that recently the new technologies are often creating products which are close substitutes for the ones they replace whose value depreciates substantially in the process of destruction. Consequently, the contribution of recent innovations to NNP is likely biased upward. This note calls for a research agenda to estimate innovations into their creative and destructive components in order to provide improved estimates of their contribution to NNP, welfare, and employment.
","https://www.nber.org/papers/w20379.pdf",248,"John Komlos"
"249","https://www.nber.org/papers/w23103","Family Economics Writ Large","Jeremy Greenwood, Nezih Guner, Guillaume Vandenbroucke","23103","Issued in January 2017","NBER Program(s):Economic Fluctuations and Growth, Labor Studies","2017","
Powerful currents have reshaped the structure of families over the last century. There has been (i) a dramatic drop in fertility and greater parental investment in children; (ii) a rise in married female labor-force participation; (iii) a significant decline in marriage and a rise in divorce; (iv) a higher degree of positive assortative mating; (v) more children living with a single mother; (vi) shifts in social norms governing premarital sex and married women's roles in the workplace. Macroeconomic models explaining these aggregate trends are surveyed. The relentless flow of technological progress and its role in shaping family life are stressed.
","https://www.nber.org/papers/w23103.pdf",249,"Jeremy Greenwood"
"250","https://www.nber.org/papers/w6040","The Impact and Organization of Publicly-Funded Research and Development in the European Community","Maryann P. Feldman, Frank R. Lichtenberg","6040","Issued in May 1997","NBER Program(s):Productivity, Innovation, and Entrepreneurship","1997","
This paper examines R&D activities in the European Community using the Community R&D Information Service (CORDIS) databases. We find that a country's private companies tend to be specialized in the same scientific fields as its universities and public organizations.  In addition, we construct indicators of the degree of R&D tacitness and find that greater expected ability to communicate research outcomes encourages less centralized R&D programs.  Programs that yield tangible results are less geographically and administratively centralized.  The more that research leads to codifiable knowledge, the less centralized R&D activity needs to be.
","https://www.nber.org/papers/w6040.pdf",250,"Maryann P. Feldman"
"251","https://www.nber.org/papers/w23753","The Rise and Fall of U.S. Low-Skilled Immigration","Gordon Hanson, Chen Liu, Craig McIntosh","23753","Issued in August 2017","NBER Program(s):International Trade and Investment","2017","
From the 1970s to the early 2000s, the United States experienced an epochal wave of low-skilled immigration. Since the Great Recession, however, U.S. borders have become a far less active place when it comes to the net arrival of foreign workers. The number of undocumented immigrants has declined in absolute terms, while the overall population of low-skilled, foreign-born workers has remained stable. We examine how the scale and composition of low-skilled immigration in the United States have evolved over time, and how relative income growth and demographic shifts in the Western Hemisphere have contributed to the recent immigration slowdown. Because major source countries for U.S. immigration are now seeing and will continue to see weak growth of the labor supply relative to the United States, future immigration rates of young, low-skilled workers appear unlikely to rebound, whether or not U.S. immigration policies tighten further.
","https://www.nber.org/papers/w23753.pdf",251,"Gordon Hanson"
"252","https://www.nber.org/papers/w8411","Economic Perspectives on Software Design: PC Operating Systems and Platforms","Steven J. Davis, Jack MacCrisken, Kevin M. Murphy","8411","Issued in August 2001","NBER Program(s):Productivity, Innovation, and Entrepreneurship","2001","
Improvements in the software that provides hardware management, user interface and platform functions have played a central role in the growth and transformation of the personal computer (PC) industry. Several forces shape the design of these 'operating system' products and propel their evolution over time, including: A. The need to efficiently manage the interacting components of PC systems so as to keep pace with rapid advances in computer technologies the development of applications software. B. The need to maintain compatibility with existing applications while preserving the flexibility to incorporate additional functions that support new applications. C. The desire to economize on customer support costs and assign clear responsibility for making the interacting components of the PC work together. D. The desire to bundle multiple software features into a single package so as to more effectively meet the demand for complementary applications or reduce the diversity in product valuations among consumers. We analyze these forces and the factors that determine whether and when new features and functions are included in commercial operating system products.  We also explain how this integration and bundling spurs growth in the PC industry and fosters innovation.
","https://www.nber.org/papers/w8411.pdf",252,"Steven J. Davis"
"253","https://www.nber.org/papers/w24636","Why are People Working Longer in the Netherlands?","Adriaan Kalwij, Arie Kapteyn, Klaas de Vos","24636","Issued in May 2018","NBER Program(s):Aging","2018","
Labor force participation at older ages has been rising in the Netherlands since the mid-nineteen-nineties. Reforms of the social security and pension systems have often been put forward as main explanations for this rise. However, participation rates above the normal retirement age of 65 have almost tripled for men and quadrupled for women despite the fact that at those ages reforms are unlikely to have had much impact. This suggests other factors may have played an important role in this rise as well. In addition to the effects of reforms in social security and pension systems, this chapter examines the importance for men’s labor force participation at older ages of improved health, increased levels of education, and differences in skills across cohorts, as the older cohorts moved into retirement, such that workers’ characteristics better matched labor demand. These changes on the labor supply side are likely to have contributed to the success of the reforms since the mid-nineteen-nineties and to have had a large independent impact on men’s labor force participation at older ages.
","https://www.nber.org/papers/w24636.pdf",253,"Adriaan Kalwij"
"254","https://www.nber.org/papers/w25164","New Technologies, Global Value Chains, and Developing Economies","Dani Rodrik","25164","Issued in October 2018","NBER Program(s):Development Economics, Economic Fluctuations and Growth, International Trade and Investment","2018","
Many of the exports of developing countries are channeled through global value chains (GVCs), which also act as conduits for new technologies. However, new capabilities and productive employment remain limited so far to a tiny sliver of globally integrated firms. GVCs and new technologies exhibit features that limit the upside and may even undermine developing countries’ economic performance. In particular, new technologies present a double whammy to low-income countries. First, they are generally biased towards skills and other capabilities. This bias reduces the comparative advantage of developing countries in traditionally labor-intensive manufacturing (and other) activities, and decreases their gains from trade. Second, GVCs make it harder for low-income countries to use their labor cost advantage to offset their technological disadvantage, by reducing their ability to substitute unskilled labor for other production inputs. These are two independent shocks that compound each other. The evidence to date, on the employment and trade fronts, is that the disadvantages may have more than offset the advantages.
","https://www.nber.org/papers/w25164.pdf",254,"Dani Rodrik"
"255","https://www.nber.org/papers/w22637","Importing Political Polarization? The Electoral Consequences of Rising Trade Exposure","David Autor, David Dorn, Gordon Hanson, Kaveh Majlesi","22637","Issued in September 2016, Revised in December 2017","NBER Program(s):International Trade and Investment, Labor Studies, Political Economy","2016","
Has rising import competition contributed to the polarization of U.S. politics? Analyzing outcomes from the 2002 and 2010 congressional elections and the 2000, 2008, and 2016 presidential elections, we detect an ideological realignment that is centered in trade-exposed local labor markets and that commences prior to the divisive 2016 U.S. presidential election. Exploiting the exogenous component of rising trade with China and classifying legislator ideologies by congressional voting records, we find strong evidence that congressional districts exposed to larger increases in import penetration disproportionately removed moderate representatives from office in the 2000s. Trade-exposed districts with an initial majority white population or initially in Republican hands became substantially more likely to elect a conservative Republican, while trade-exposed districts with an initial majority-minority population or initially in Democratic hands also become more likely to elect a liberal Democrat. In presidential elections, counties with greater trade exposure shifted towards the Republican candidate. We interpret these results as supporting a political economy literature that connects adverse economic conditions to support for nativist or extreme politicians.
","https://www.nber.org/papers/w22637.pdf",255,"David Autor"
"256","https://www.nber.org/papers/w4647","Did Computer Technology Diffuse Quickly?: Best and Average Practice in  Mainframe Computers, 1968-1983","Shane M. Greenstein","4647","Issued in February 1994","NBER Program(s):Productivity, Innovation, and Entrepreneurship","1994","
An economy benefits from advances in technical frontiers only when new technology comes into general use.  This paper measures the diffusion of computing equipment at a time when computing technology underwent dramatic technical improvement.  These data shed light on the long lag between advances in computing technology and advances in economic performance of users.  There is little evidence that long lags were produced by the 'slow diffusion' of new technology embodied in new hardware.  'Average practice' in computing advanced as rapidly as 'best practice,' lagging it by a maximum of 6 to 7 years.
","https://www.nber.org/papers/w4647.pdf",256,"Shane M. Greenstein"
"257","https://www.nber.org/papers/w0570","Wage and Employment Determinants under Trade Unionism: The InternationalTypographical Union","James N. Dertouzos, John H. Pencavel","5700235","Issued in October 1980","NBER Program(s):Labor Studies","1980","
This paper represents the first empirical application of a model of trade union behavior that has been discussed in the literature for over thirty years. The wages and employment o typographers are examined to see whether they can be usefully characterized as the outcome of a process by which the union maximizes an objective function containing wages and employment and is constrained by a trade-off between these two variables as represented by the employer's labor demand function. Our functional form assumptions permit investigation of some familiar special cases of union behavior. We find the parameter implications of both the wage bill maximization hypothesis and the rent maximization hypothesis to provide inferior explanations of the movement of wages and employment of these workers compared with our more general formulation.
","https://www.nber.org/papers/w0570.pdf",257,"James N. Dertouzos"
"258","https://www.nber.org/papers/w22861","Geographical Distribution of Emergency Department Closures and Consequences on Heart Attack Patients","Yu-Chu Shen, Renee Y. Hsia","22861","Issued in November 2016","NBER Program(s):Aging, Health Care","2016","
We develop a conceptual framework and empirically investigate how a permanent emergency department (ED) closure affects patients with acute myocardial infarction (AMI).  We first document that large increases in driving time to closest ED are more likely to happen in low-income communities and communities that had fewer medical resources at baseline.  Then using a difference-in-differences design, we estimate the effect of an ED closure on access to cardiac care technology, treatment, and health outcomes among Medicare patients with AMI who lived in 24,567 ZIP codes that experienced no change, an increase of <10 minutes, 10 to <30 minutes, and ≥30 minutes in driving time to their closest ED.   Overall, access to cardiac care declined in all communities experiencing a closure, with access to a coronary care unit decreasing by 18.64 percentage points (95% CI -30.15, -7.12) for those experiencing ≥30-minute increase in driving time. Even after controlling for access to technology and treatment, patients with the longest delays experienced a 6.58 (95% CI 2.49, 10.68) and 6.52 (95% CI 1.69, 11.35) percentage point increase in 90-day and 1-year mortality, respectively, compared with those not experiencing changes in distance.  Our results also suggest that the predominant mechanism behind the mortality increase appeared to be time delay as opposed to availability of specialized cardiac treatment.
","https://www.nber.org/papers/w22861.pdf",258,"Yu-Chu Shen"
"259","https://www.nber.org/papers/w8300","Affiliation, Integration, and Information: Ownership Incentives and Industry Structure","Thomas N. Hubbard","8300","Issued in May 2001","NBER Program(s):Industrial Organization","2001","
This paper presents theory and evidence on horizontal industry structure, focusing on situations where plant-level scale economies are small and market power is not an issue.  At issue is the question: what makes industries necessarily fragmented? The theoretical model distinguishes between the structure of brands and firms in an industry by examining trade-offs associated with affiliation and integration, and how they are affected by the contracting environment.  I show how contractual incompleteness can lead industries to be necessarily fragmented. I also show that improvements in the contracting environment will tend to lead to a greater concentration of brands, but whether they lead industries to be more or less concentrated depends on what becomes contractible.  I then discuss the propositions generated by the model through a series of case study examples.
","https://www.nber.org/papers/w8300.pdf",259,"Thomas N. Hubbard"
"260","https://www.nber.org/papers/w23173","When Work Disappears: Manufacturing Decline and the Falling Marriage-Market Value of Young Men","David Autor, David Dorn, Gordon Hanson","23173","Issued in February 2017, Revised in January 2018","NBER Program(s):Children, Labor Studies","2017","
We exploit the gender-specific components of large-scale labor demand shocks stemming from rising international manufacturing competition to test how shifts in the relative economic stature of young men versus young women affected marriage, fertility and children’s living circumstances during 1990-2014. On average, trade shocks differentially reduce employment and earnings, raise the prevalence of idleness, and elevate premature mortality among young males. Consistent with Becker’s model of household specialization, shocks to male relative stature reduce marriage and fertility. Consistent with sociological accounts, these shocks raise the share of mothers who are unwed and share of children living in below-poverty, single-headed households. 
","https://www.nber.org/papers/w23173.pdf",260,"David Autor"
"261","https://www.nber.org/papers/w24071","Investment Responses to Trade Liberalization: Evidence from U.S. Industries and Plants","Justin R. Pierce, Peter K. Schott","24071","Issued in November 2017","NBER Program(s):International Finance and Macroeconomics, International Trade and Investment","2017","
This paper examines the effect of a change in U.S. trade policy on the domestic investment of U.S. manufacturers. Using a difference-in-differences identification strategy, we find that industries more exposed to reductions in import tariff uncertainty exhibit relative declines in investment after the change in trade policy. Within industries, we find that this relationship is concentrated among establishments with low initial levels of labor productivity, capital intensity and skill intensity. Plants with high initial levels of skill intensity, by contrast, exhibit relative increases in investment with exposure. We also find evidence that establishments' investment activity is smoother following the policy change.
","https://www.nber.org/papers/w24071.pdf",261,"Justin R. Pierce"
"262","https://www.nber.org/papers/w3239","Faculty Turnover at American Colleges and Universities:  Analysis of AAUP Data","Ronald G. Ehrenberg, Hirschel Kasper, Daniel I. Rees","3239","Issued in January 1990","NBER Program(s):Labor Studies","1990","
This paper uses institutional level data collected by the American Association of University Professors as part of their annual survey of faculty members' compensation to analyze faculty turnover. Analyses of aggregate data over almost a twenty-year period highlight how remarkably stable faculty retention rates have been nationwide and how little they vary across broad categories of institutions. Analyses of variations in faculty retention rates across individual institutions stress the role that faculty compensation levels play. Higher levels of compensation appear to increase retention rates for assistant and associate professors (but not for full professors) and the magnitude of this effect grows larger as one moves from institutions with graduate programs, to four-year undergraduate institutions, to two-year institutions.
","https://www.nber.org/papers/w3239.pdf",262,"Ronald G. Ehrenberg"
"263","https://www.nber.org/papers/w16297","Pricing and Reimbursement in U.S. Pharmaceutical Markets","Ernst R. Berndt, Joseph P. Newhouse","16297","Issued in August 2010","NBER Program(s):Health Care, Industrial Organization, Productivity, Innovation, and Entrepreneurship","2010","
In this survey chapter on pricing and reimbursement in U.S. pharmaceutical markets, we first provide background information on important federal legislation, institutional details regarding distribution channel logistics, definitions of alternative price measures, related historical developments, and reasons why price discrimination is highly prevalent among branded pharmaceuticals.  We then present a theoretical framework for the pricing of branded pharmaceuticals, without and then in the presence of prescription drug insurance, noting factors affecting the relative impacts of drug insurance on prices and on utilization.  With this as background, we summarize major long-term trends in copayments and coinsurance rates for retail and mail order purchases, average percentage discounts off Average Whole Price paid by third party payers to pharmacy benefit managers as well as average dispensing fees, and generic penetration rates.  We conclude with a summary of the evidence regarding the impact of the 2006 implementation of the Medicare Part D benefits on pharmaceutical prices and utilization, and comment on very recent developments concerning the entry of large retailers such as Wal-Mart into domains traditionally dominated by large retail chains and the ""commoditization"" of generic drugs.
","https://www.nber.org/papers/w16297.pdf",263,"Ernst R. Berndt"
"264","https://www.nber.org/papers/w22818","Technical Aspects of Correspondence Studies","Joanna Lahey, Ryan Beasley","22818","Issued in November 2016","NBER Program(s):Aging, Development Economics, Economics of Education, Law and Economics, Labor Studies, Public Economics, Political Economy, Technical Working Papers","2016","
This paper discusses technical concerns and choices that arise when crafting a correspondence or audit study using external validity as a motivating framework.  We will discuss resume creation, including power analysis, choice of inputs, pros and cons of matching pairs, solutions to the limited template problem, and ensuring that instruments indicate what the experimenters want them to indicate.  Further topics about implementation include when and for how long to field a study, deciding on a participant pool, and whether or not to use replacement from the participant pool.  More technical topics include matching outcomes to inputs, data storage, and analysis issues such as when to use clustering, when not to use fixed effects, and how to measure heterogeneous and interactive effects.  We end with a technical checklist that experimenters can utilize prior to fielding a correspondence study.
","https://www.nber.org/papers/w22818.pdf",264,"Joanna Lahey"
"265","https://www.nber.org/papers/w10237","Knowledge Management, Innovation, and Productivity: A Firm Level Exploration Based on French Manufacturing CIS3 Data","Elisabeth Kremp, Jacques Mairesse","10237","Issued in January 2004","NBER Program(s):Productivity, Innovation, and Entrepreneurship","2004","
In modern knowledge driven economies, firms are increasingly aware that individual and collective knowledge is a major factor of economic performance. The larger the firms and the stronger their connection with technology intensive industries, the more are they likely to set up knowledge management (KM) policies, such as promoting a culture of information and knowledge sharing (C), motivating employees and executives to remain with the firm (R), forging alliances and partnerships for knowledge acquisition (A), implementing written knowledge management rules (W). The French 1998-2000 Community Innovation Survey (CIS3) has surveyed the use of these four knowledge management policies for a representative sample of manufacturing firms. The micro econometric analysis of the survey tends to confirm that knowledge management indeed contributes significantly to firm innovative performance and to its productivity. The impacts of adoption of the four surveyed KM practices on firm innovative and productivity performance are not completely accounted by firm size, industry, research & development (R&D) efforts or other factors, but persist to a sizeable extent after controlling for all these factors.
","https://www.nber.org/papers/w10237.pdf",265,"Elisabeth Kremp"
