year,stress,satjob1,health1,jobsecok,fringeok,secondwk,famwkoff,partfull,rincome,race,sex,educ,naicsind07,censusocc00,id,ballot
2002,Hardly ever,Very satisfied,Excellent,Somewhat true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,White,Male,11,Medical equipment and supplies manufacturing,"Other installation, maintenance, and repair workers",393,Ballot b
2002,No issp,Not applicable,Very good,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Male,14,Real estate,Janitors and building cleaners,394,Ballot c
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,12,Real estate,"Property, real estate, and community association managers",395,Ballot b
2002,Never,Somewhat satisfied,Good,Not too true,Not too true,No,Not at all hard,Not applicable,Not applicable,White,Male,12,Department stores and discount stores,Automotive service technicians and mechanics,396,Ballot a
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$20000 - 24999,White,Male,13,Individual and family services,Social workers,397,Ballot a
2002,Often,Somewhat satisfied,Very good,Not at all true,Not at all true,No,Somewhat hard,Full-time,$15000 - 19999,White,Male,12,Services incidental to transportation,"Motor vehicle operators, all other",398,Ballot c
2002,Often,Very satisfied,Very good,Somewhat true,Somewhat true,No,Not too hard,Full-time,$25000 or more,White,Male,14,"Wholesale electronic markets, agents and brokers","Sales representatives,  wholesale and manufacturing",399,Ballot b
2002,Sometimes,Very satisfied,Poor,Very true,Somewhat true,No,Somewhat hard,Full-time,Refused,Black,Male,14,Hospitals,Diagnostic related technologists and technicians,400,Ballot c
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,12,"Accounting, tax preparation, bookkeeping, and payroll services",Accountants and auditors,401,Ballot a
2002,Sometimes,Very satisfied,Very good,Not too true,Very true,No,Not too hard,Full-time,$25000 or more,White,Female,12,Waste management and remediation services,Customer service representatives,402,Ballot c
2002,Sometimes,Somewhat satisfied,Good,Somewhat true,Somewhat true,No,Very hard,Full-time,$25000 or more,White,Male,12,Industrial and miscellaneous chemicals,"Production workers, all other",403,Ballot a
2002,Sometimes,Somewhat satisfied,Good,Somewhat true,Somewhat true,No,Not too hard,Full-time,$25000 or more,Black,Female,12,Outpatient care centers,Receptionists and information clerks,404,Ballot c
2002,Sometimes,Not too satisfied,Good,Not too true,Somewhat true,No,Very hard,Full-time,$20000 - 24999,White,Female,12,Automobile dealers,Customer service representatives,405,Ballot a
2002,Always,Very satisfied,Excellent,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Male,13,Investigation and security services,Security and fire alarm systems installers,406,Ballot c
2002,Sometimes,Very satisfied,Excellent,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,Other,Female,13,Hospitals,Receptionists and information clerks,407,Ballot c
2002,Sometimes,Very satisfied,Very good,Very true,Not at all true,Yes,Not at all hard,Full-time,$25000 or more,White,Female,14,Nail salons and other personal care services,Miscellaneous personal appearance workers,408,Ballot a
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$4000 to 4999,Other,Male,14,Insurance carriers and related activities,Insurance sales agents,409,Ballot c
2002,No issp,Not applicable,Excellent,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$15000 - 19999,Other,Female,14,Hospitals,Childcare workers,410,Ballot a
2002,No issp,Not applicable,Fair,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$20000 - 24999,White,Male,18,Automobile dealers,Retail salespersons,411,Ballot c
2002,Sometimes,Very satisfied,Very good,Very true,Very true,No,Not too hard,Full-time,$25000 or more,Black,Female,20,Outpatient care centers,Counselors,412,Ballot a
2002,Often,Somewhat satisfied,Good,Very true,Very true,No,Not at all hard,Full-time,$10000 - 14999,Other,Female,13,Insurance carriers and related activities,Insurance sales agents,413,Ballot b
2002,Always,Not at all satisfied,Excellent,Not at all true,Not at all true,No,Very hard,Full-time,$25000 or more,Other,Male,12, restaurants and other food services,Cooks,414,Ballot c
2002,No issp,Not applicable,Poor,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$1000 to 2999,White,Female,12, restaurants and other food services,Cashiers,415,Ballot b
2002,Sometimes,Very satisfied,Very good,Very true,Not at all true,Yes,Not at all hard,Part-time,$10000 - 14999,White,Female,13,Legal services,Secretaries and administrative assistants,416,Ballot b
2002,Sometimes,Somewhat satisfied,Good,Somewhat true,Somewhat true,No,Not too hard,Full-time,$25000 or more,White,Male,16,Insurance carriers and related activities,Computer systems analysts,417,Ballot c
2002,Often,Somewhat satisfied,Good,Very true,Very true,Yes,Somewhat hard,Full-time,$25000 or more,White,Female,17,Elementary and secondary schools,Elementary and middle school teachers,418,Ballot c
2002,Sometimes,Very satisfied,Very good,Very true,Not too true,No,Not at all hard,Full-time,$8000 to 9999,White,Male,17,Not specified manufacturing industries,Electrical and electronics engineers,419,Ballot a
2002,Hardly ever,Very satisfied,Excellent,Somewhat true,Somewhat true,Yes,Not at all hard,Full-time,$20000 - 24999,Other,Female,16,Hospitals,"Miscellaneous healthcare support occupations, including medical equipment preparers",420,Ballot c
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,14,Couriers and messengers,Couriers and messengers,421,Ballot a
2002,Never,Somewhat satisfied,Fair,Somewhat true,Not at all true,No,Very hard,Full-time,$25000 or more,White,Female,14,"Furniture and home furnishing, merchant wholesalers",Secretaries and administrative assistants,422,Ballot b
2002,Sometimes,Not at all satisfied,Very good,Not too true,Not at all true,No,Very hard,Full-time,Not applicable,Black,Male,6,Automotive repair and maintenance,First-line supervisors of non-retail sales workers,423,Ballot a
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$25000 or more,Black,Male,15,"Securities, commodities, funds, trusts, and other financial investments",Computer support specialists,424,Ballot a
2002,Sometimes,Very satisfied,Very good,Very true,Not at all true,Yes,Not at all hard,Full-time,$25000 or more,Black,Female,15,Hospitals,Registered nurses,425,Ballot a
2002,Never,Very satisfied,Good,Very true,Very true,No,Very hard,Full-time,$25000 or more,Black,Female,14,Elementary and secondary schools,Secretaries and administrative assistants,426,Ballot c
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$1000 to 2999,Black,Female,16,Department stores and discount stores,"Door-to-door sales workers, news and street vendors, and related workers",427,Ballot b
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$25000 or more,White,Female,16,Radio and television broadcasting and cable subscription programming,Producers and directors,428,Ballot c
2002,No issp,Not applicable,Dont know,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,Don't know,Not applicable,Not applicable,429,Ballot a
2002,Often,Somewhat satisfied,Good,Dont know,Not at all true,No,Very hard,Don't know,$25000 or more,Other,Female,18,"Other professional, scientific, and technical services","Managers, all other",430,Ballot b
2002,Sometimes,Somewhat satisfied,Good,Somewhat true,Very true,No,Not too hard,Full-time,$25000 or more,White,Male,16,"Periodical, book, and directory publishers",Editors,431,Ballot a
2002,Often,Very satisfied,Very good,Dont know,Not at all true,No,Very hard,Full-time,$15000 - 19999,White,Female,16,"Jewelry, luggage, and leather goods stores",First-line supervisors of retail sales workers,432,Ballot b
2002,Often,Very satisfied,Excellent,Somewhat true,Very true,No,Not too hard,Full-time,Refused,White,Male,16,"Independent artists, performing arts, spectator sports, and related industries",General and operations managers,433,Ballot c
2002,Hardly ever,Very satisfied,Excellent,Somewhat true,Very true,No,Not at all hard,Full-time,Refused,Other,Male,18,Banking and related activities,First-line supervisors of non-retail sales workers,434,Ballot c
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,12,U.s. navy,"Bookkeeping, accounting, and auditing clerks",435,Ballot a
2002,Always,Somewhat satisfied,Very good,Very true,Very true,No,Somewhat hard,Full-time,$25000 or more,Black,Male,19,Executive offices and legislative bodies,General and operations managers,436,Ballot b
2002,Often,Very satisfied,Good,Very true,Not at all true,Yes,Very hard,Full-time,$20000 - 24999,White,Male,19,Construction,Construction managers,437,Ballot c
2002,Hardly ever,Very satisfied,Good,Very true,Very true,No,Not at all hard,Full-time,$10000 - 14999,White,Female,13,Elementary and secondary schools,"Office clerks, general",438,Ballot a
2002,No issp,Not applicable,Very good,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$15000 - 19999,Black,Female,11,Administration of economic programs and space research,"Interviewers, except eligibility and loan",439,Ballot b
2002,Sometimes,Somewhat satisfied,Very good,Somewhat true,Very true,No,Not too hard,Full-time,Refused,Black,Female,16,Elementary and secondary schools,Education administrators,440,Ballot c
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$10000 - 14999,White,Female,18,Motion pictures and video industries,Producers and directors,441,Ballot b
2002,Never,Very satisfied,Excellent,Not at all true,Not at all true,No,Not at all hard,Part-time,$15000 - 19999,Black,Female,11,Home health care services,Personal care aides,442,Ballot b
2002,Always,Very satisfied,Excellent,Somewhat true,Not at all true,No,Very hard,Full-time,$15000 - 19999,Black,Female,12,Offices of physicians,Receptionists and information clerks,443,Ballot c
2002,Sometimes,Very satisfied,Very good,Not at all true,Not too true,No,Not too hard,Full-time,$25000 or more,Black,Female,14,Home health care services,"Nursing, psychiatric, and home health aides",444,Ballot a
2002,Sometimes,Somewhat satisfied,Very good,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,Black,Male,12,Other administrative and other support services,Security guards and gaming surveillance officers,445,Ballot c
2002,No issp,Not applicable,Fair,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No answer,Other,Female,14,Elementary and secondary schools,No answer,446,Ballot a
2002,Never,Somewhat satisfied,Excellent,Not at all true,Not at all true,Yes,Not too hard,Full-time,$10000 - 14999,Black,Female,6,Private households,Childcare workers,447,Ballot c
2002,Always,Very satisfied,Excellent,Very true,Very true,No,Not at all hard,Full-time,Refused,Black,Male,No answer,Legal services,Janitors and building cleaners,448,Ballot a
2002,Often,Very satisfied,Excellent,Very true,Not at all true,No,Very hard,Full-time,$25000 or more,White,Female,20,Legal services,Lawyers,449,Ballot b
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,17,Elementary and secondary schools,Secondary school teachers,450,Ballot c
2002,No issp,Not applicable,Very good,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,19,"Colleges and universities, including junior colleges",Medical scientists,451,Ballot b
2002,Hardly ever,Very satisfied,Excellent,Very true,Very true,No,Not too hard,Full-time,$25000 or more,White,Female,16,"Museums, art galleries, historical sites, and similar institutions",Industrial production managers,452,Ballot c
2002,Always,Very satisfied,Excellent,Very true,Very true,No,Very hard,Full-time,$25000 or more,White,Male,16,"Securities, commodities, funds, trusts, and other financial investments","Securities, commodities, and financial services sales agents",453,Ballot a
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,20,"Colleges and universities, including junior colleges",Postsecondary teachers,454,Ballot b
2002,Always,Not too satisfied,Excellent,Not at all true,Not at all true,No,Somewhat hard,Full-time,$25000 or more,White,Female,16,"Independent artists, performing arts, spectator sports, and related industries",Photographers,455,Ballot a
2002,Hardly ever,Very satisfied,Excellent,Very true,Not too true,No,Somewhat hard,Full-time,$25000 or more,White,Female,20,Offices of chiropractors,Chiropractors,456,Ballot a
2002,Often,Very satisfied,Very good,Very true,Very true,No,Somewhat hard,Full-time,$25000 or more,White,Male,16,Legal services,Lawyers,457,Ballot b
2002,Sometimes,Very satisfied,Very good,Somewhat true,Not too true,Yes,Not at all hard,Part-time,$5000 to 5999,White,Male,16,"Accounting, tax preparation, bookkeeping, and payroll services","Bookkeeping, accounting, and auditing clerks",458,Ballot a
2002,No issp,Not applicable,Poor,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,6,Private households,Maids and housekeeping cleaners,459,Ballot c
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,9,Not specified manufacturing industries,Childcare workers,460,Ballot a
2002,No issp,Not applicable,Poor,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$15000 - 19999,Black,Male,12,Investigation and security services,Security guards and gaming surveillance officers,461,Ballot c
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Male,15,Cut and sew apparel manufacturing,Sewing machine operators,462,Ballot a
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,14,Postal service,"Postal service mail sorters, processors, and processing  machine operators",463,Ballot b
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,No answer,Department stores and discount stores,Retail salespersons,464,Ballot c
2002,No issp,Not applicable,Excellent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,14,Hospitals,"Nursing, psychiatric, and home health aides",465,Ballot a
2002,Often,Not at all satisfied,Good,Not at all true,Not at all true,No,Very hard,Part-time,$3000 to 3999,Other,Female,13, restaurants and other food services,Waiters and waitresses,466,Ballot b
2002,Sometimes,Somewhat satisfied,Good,Somewhat true,Not at all true,No,Not too hard,Full-time,$8000 to 9999,Other,Female,14,Hospitals,Medical assistants,467,Ballot c
2002,Always,Not too satisfied,Fair,Not at all true,Not at all true,No,Not too hard,Full-time,Refused,White,Male,12,Services incidental to transportation,"Baggage porters, bellhops, and concierges",468,Ballot a
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Refused,White,Male,6,Construction,Construction laborers,469,Ballot a
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,12,Advertising and related services,Prepress technicians and workers,470,Ballot c
2002,Hardly ever,Dont know,Excellent,Dont know,Not at all true,No,Somewhat hard,Full-time,Don't know,Other,Male,16,Grocery stores,"Combined food preparation and serving workers, including fast food",471,Ballot a
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,14,Not applicable,Not applicable,472,Ballot b
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,14,Not applicable,Not applicable,473,Ballot c
2002,No issp,Not applicable,Good,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,18,Elementary and secondary schools,Secondary school teachers,474,Ballot c
2002,No issp,Not applicable,Good,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,11,Hospitals,Secretaries and administrative assistants,475,Ballot c
2002,Never,Somewhat satisfied,Excellent,Dont know,Not at all true,No,Not at all hard,Part-time,Refused,White,Male,14,Legal services,Paralegals and legal assistants,476,Ballot a
2002,Sometimes,Not at all satisfied,Very good,Not too true,Not too true,No,Very hard,Full-time,$20000 - 24999,White,Female,12,Department stores and discount stores,Retail salespersons,477,Ballot a
2002,No issp,Not applicable,Excellent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,18,"Electric power generation, transmission, and distribution",Mechanical engineers,478,Ballot b
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,$10000 - 14999,White,Female,14, restaurants and other food services,Food service managers,479,Ballot c
2002,Always,Very satisfied,Fair,Very true,Very true,No,Somewhat hard,Full-time,Refused,White,Female,17,Elementary and secondary schools,Secondary school teachers,480,Ballot b
2002,No issp,Not applicable,Good,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,8,Not applicable,Not applicable,481,Ballot c
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,$15000 - 19999,Black,Male,18,Banking and related activities,Security guards and gaming surveillance officers,482,Ballot a
2002,Hardly ever,Very satisfied,Good,Somewhat true,Very true,No,Not at all hard,Full-time,$25000 or more,Black,Female,14,"Residential care facilities, without nursing",Childcare workers,483,Ballot b
2002,Hardly ever,Somewhat satisfied,Very good,Not too true,Not at all true,No,Not at all hard,Part-time,$5000 to 5999,Black,Female,12,"Architectural, engineering, and related services","Production, planning, and expediting clerks",484,Ballot a
2002,Never,Very satisfied,Excellent,Very true,Very true,No,Very hard,Full-time,$20000 - 24999,Black,Female,12,Individual and family services,Personal care aides,485,Ballot b
2002,Hardly ever,Very satisfied,Good,Not too true,Somewhat true,No,Very hard,Full-time,$10000 - 14999,Black,Female,12,Individual and family services,Cooks,486,Ballot c
2002,Often,Somewhat satisfied,Excellent,Somewhat true,Not at all true,No,Somewhat hard,Full-time,Refused,White,Male,9,Truck transportation,Driver/sales workers and truck drivers,487,Ballot a
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Refused,Black,Male,11,Landscaping services,Grounds maintenance workers,488,Ballot b
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,8,Not applicable,Not applicable,489,Ballot c
2002,No issp,Not applicable,Excellent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,13,Religious organizations,Secretaries and administrative assistants,490,Ballot a
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Traveler accommodation,Customer service representatives,491,Ballot a
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Cut and sew apparel manufacturing,Printing press operators,492,Ballot c
2002,Often,Not too satisfied,Good,Not at all true,Not too true,Yes,Very hard,Full-time,$25000 or more,White,Male,18,Nursing care facilities,Physical therapist assistants and aides,493,Ballot a
2002,Sometimes,Somewhat satisfied,Very good,Somewhat true,Somewhat true,No,Very hard,Full-time,Refused,White,Female,16,"Architectural, engineering, and related services",Electrical and electronics engineers,494,Ballot b
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,$1000 to 2999,White,Female,13,Hospitals,Clinical laboratory technologists and technicians,495,Ballot c
2002,No issp,Not applicable,No answer,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,Refused,Other,Male,18,"Other amusement, gambling, and recreation industries",Financial managers,496,Ballot b
2002,Sometimes,Very satisfied,Very good,Not at all true,Somewhat true,No,Not at all hard,Full-time,$15000 - 19999,White,Female,18,"Securities, commodities, funds, trusts, and other financial investments",Personal financial advisors,497,Ballot b
2002,Sometimes,Very satisfied,Excellent,Somewhat true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Male,16,Non-depository credit and related activities,Chief executives,498,Ballot c
2002,Sometimes,Somewhat satisfied,Very good,Very true,Somewhat true,No,Not at all hard,Part-time,$25000 or more,White,Female,16,Real estate,Real estate brokers and sales agents,499,Ballot a
2002,Sometimes,Very satisfied,Very good,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Male,18,Radio and television broadcasting and cable subscription programming,Chief executives,500,Ballot b
2002,Sometimes,Somewhat satisfied,Very good,Very true,Very true,No,Not too hard,Full-time,$25000 or more,White,Male,17,Pharmaceutical and medicine manufacturing,Marketing and sales managers,501,Ballot a
2002,Hardly ever,Very satisfied,Very good,Somewhat true,Not too true,No,Not at all hard,Part-time,$10000 - 14999,White,Female,12,Libraries and archives,Librarians,502,Ballot b
2002,No issp,Not applicable,Fair,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Female,14,"Colleges and universities, including junior colleges",Childcare workers,503,Ballot c
2002,Never,Very satisfied,Good,Very true,Not at all true,No,Very hard,Full-time,$8000 to 9999,Black,Male,12,Pharmaceutical and medicine manufacturing,Stock clerks and order fillers,504,Ballot a
2002,Sometimes,Not too satisfied,Fair,Not too true,Somewhat true,No,Not too hard,Full-time,Don't know,Black,Female,16,"Justice, public order, and safety activities",Social workers,505,Ballot a
2002,Sometimes,Not too satisfied,Fair,Not at all true,Somewhat true,No,Very hard,Full-time,$25000 or more,Black,Male,12,"Colleges and universities, including junior colleges",Grounds maintenance workers,506,Ballot b
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Male,13,Construction,Construction laborers,507,Ballot c
2002,No issp,Not applicable,Good,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,14,Furniture and home furnishings stores,Cashiers,508,Ballot a
2002,Sometimes,Somewhat satisfied,Very good,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,Other,Female,13,Specialized design services,Designers,509,Ballot b
2002,Often,Somewhat satisfied,Poor,Somewhat true,Somewhat true,No,Somewhat hard,Full-time,$25000 or more,Black,Male,15,Postal service,"Welding, soldering, and brazing workers",510,Ballot a
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Male,14,Warehousing and storage,"Laborers and freight, stock, and material movers, hand",511,Ballot b
2002,Hardly ever,Very satisfied,Excellent,Very true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,Black,Male,14,Postal service,Postal service clerks,512,Ballot c
2002,Never,Very satisfied,Excellent,Very true,Not at all true,No,Not at all hard,Part-time,$8000 to 9999,Black,Female,12,Miscellaneous wood products,"Woodworking machine setters, operators, and tenders, except sawing",513,Ballot b
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,Lt $1000,Black,Female,11,Couriers and messengers,"Shipping, receiving, and traffic clerks",514,Ballot a
2002,No issp,Not applicable,Good,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,11,Cut and sew apparel manufacturing,Printing press operators,515,Ballot b
2002,Always,Somewhat satisfied,Good,Very true,Somewhat true,No,Not at all hard,Full-time,$10000 - 14999,White,Female,14,Real estate,Security guards and gaming surveillance officers,516,Ballot c
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,Lt $1000,Black,Female,12,Grocery stores,Cashiers,517,Ballot b
2002,Hardly ever,Somewhat satisfied,Very good,Somewhat true,Somewhat true,No,Not at all hard,Part-time,$10000 - 14999,Other,Female,16,"Management, scientific, and technical consulting services",Market research analysts and marketing specialists,518,Ballot a
2002,Never,Somewhat satisfied,Very good,Somewhat true,Somewhat true,No,Not too hard,Full-time,Not applicable,White,Male,15,Automobile dealers,Retail salespersons,519,Ballot c
2002,Hardly ever,Very satisfied,Excellent,Very true,Very true,No,Not at all hard,Part-time,$25000 or more,White,Male,16,"Management, scientific, and technical consulting services",Management analysts,520,Ballot a
2002,Sometimes,Very satisfied,Very good,Somewhat true,Very true,No,Not too hard,Full-time,$25000 or more,White,Female,16,Other health care services,Accountants and auditors,521,Ballot b
2002,Hardly ever,Very satisfied,Very good,Very true,Very true,No,Not too hard,Part-time,$10000 - 14999,White,Male,20,"Colleges and universities, including junior colleges",Education administrators,522,Ballot c
2002,Often,Somewhat satisfied,Fair,Somewhat true,Somewhat true,No,Not too hard,Full-time,$25000 or more,White,Male,16,"Securities, commodities, funds, trusts, and other financial investments",Computer and information systems managers,523,Ballot a
2002,Sometimes,Very satisfied,Excellent,Not too true,Somewhat true,No,Somewhat hard,Full-time,$25000 or more,Black,Male,19,"Justice, public order, and safety activities",Lawyers,524,Ballot b
2002,No issp,Not applicable,Excellent,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$10000 - 14999,White,Female,19,Hospitals,Social workers,525,Ballot c
2002,Often,Not too satisfied,Fair,Very true,Very true,No,Not too hard,Full-time,$25000 or more,White,Female,16,"Justice, public order, and safety activities",Probation officers and correctional treatment specialists,526,Ballot a
2002,Sometimes,Somewhat satisfied,Excellent,Somewhat true,Not at all true,No,Very hard,Full-time,$25000 or more,Black,Male,20,Hospitals,Physicians and surgeons,527,Ballot b
2002,Often,Somewhat satisfied,Excellent,Very true,Not too true,No,Very hard,Part-time,$15000 - 19999,White,Female,12,"Other professional, scientific, and technical services",Photographers,528,Ballot c
2002,Sometimes,Somewhat satisfied,Very good,Somewhat true,Somewhat true,No,Very hard,Full-time,$25000 or more,White,Male,12,Industrial and miscellaneous chemicals,"Chemical processing machine setters, operators, and tenders",529,Ballot c
2002,Often,Very satisfied,Good,Very true,Not too true,No,Somewhat hard,Full-time,$25000 or more,White,Female,18,Elementary and secondary schools,Preschool and kindergarten teachers,530,Ballot b
2002,Hardly ever,Very satisfied,Excellent,Very true,Very true,Yes,Not at all hard,Full-time,$25000 or more,White,Female,15,Insurance carriers and related activities,Social workers,531,Ballot c
2002,Often,Somewhat satisfied,Good,Very true,Somewhat true,No,Not too hard,Full-time,$25000 or more,White,Male,12,Insurance carriers and related activities,"Claims adjusters, appraisers, examiners, and investigators",532,Ballot c
2002,No issp,Not applicable,Fair,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Banking and related activities,Tellers,533,Ballot a
2002,Sometimes,Somewhat satisfied,Very good,Not at all true,Not at all true,No,Not at all hard,Full-time,$20000 - 24999,White,Male,12,Construction,Carpenters,534,Ballot b
2002,Hardly ever,Somewhat satisfied,Excellent,Very true,Very true,No,Not too hard,Full-time,$25000 or more,White,Male,15,"Justice, public order, and safety activities",Police and sheriff's patrol officers,535,Ballot a
2002,Sometimes,Somewhat satisfied,Very good,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Male,14,"Justice, public order, and safety activities","Bailiffs, correctional officers, and jailers",536,Ballot b
2002,Sometimes,Very satisfied,Excellent,Not too true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,White,Male,15,"Paper and paper products, merchant wholesalers",First-line supervisors of non-retail sales workers,537,Ballot c
2002,Often,Somewhat satisfied,Very good,Somewhat true,Somewhat true,No,Very hard,Full-time,$25000 or more,White,Male,16,"Electric power generation, transmission, and distribution",First-line supervisors of production and operating workers,538,Ballot b
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,12,Ordnance,"Other installation, maintenance, and repair workers",539,Ballot c
2002,Hardly ever,Very satisfied,Good,Very true,Very true,No,Not too hard,Full-time,$25000 or more,Black,Female,12,"Civic, social, advocacy organizations, and grantmaking and giving services",Social and human service assistants,540,Ballot a
2002,No issp,Not applicable,Excellent,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,Lt $1000,White,Female,18,Child day care services,Teacher assistants,541,Ballot c
2002,Always,Somewhat satisfied,Very good,Very true,Very true,No,Somewhat hard,Full-time,$25000 or more,White,Female,15,"Justice, public order, and safety activities",Police and sheriff's patrol officers,542,Ballot a
2002,Often,Very satisfied,Very good,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Male,14,Drycleaning and laundry services,First-line supervisors of production and operating workers,543,Ballot b
2002,Hardly ever,Not at all satisfied,Good,Somewhat true,Somewhat true,No,Very hard,Full-time,$25000 or more,White,Male,14,Bus service and urban transit,Bus and truck mechanics and diesel engine specialists,544,Ballot c
2002,Sometimes,Very satisfied,Good,Somewhat true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Female,18,Air transportation,"Bookkeeping, accounting, and auditing clerks",545,Ballot a
2002,Always,Somewhat satisfied,Very good,Somewhat true,Somewhat true,No,Very hard,Full-time,$25000 or more,White,Male,19,Real estate,Lawyers,546,Ballot c
